pressure,iron,copper,hardness,silica,alkalinity,conductance,iron_class,copper_class,hardness_class,silica_class,alkalinity_class,conductance_class,conformity_class
807.4099999999954,0.019,0.015,0.15,6.63,328.51,1992.77,1.0,1.0,0.0,1.0,0.0,1.0,0.0
707.8299999999989,0.008,0.009,0.1,20.67,151.58,4193.41,1.0,1.0,1.0,1.0,1.0,0.0,0.0
811.6999999999953,0.022,0.009,0.15,11.18,429.0,712.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0
696.6499999999993,0.011,0.019,0.07,11.7,5.59,4400.24,1.0,1.0,1.0,1.0,1.0,0.0,0.0
834.5799999999945,0.017,0.016,0.04,3.77,342.29,1665.56,1.0,0.0,1.0,1.0,0.0,1.0,0.0
736.6899999999979,0.021,0.005,0.07,27.82,441.35,2462.46,1.0,1.0,1.0,1.0,0.0,1.0,0.0
879.0399999999929,0.007,0.017,0.02,16.900000000000002,83.59,2360.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0
695.2199999999993,0.023,0.012,0.0,28.21,224.38,2643.6800000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
818.589999999995,0.023,0.017,0.08,11.05,196.56,2190.37,0.0,0.0,1.0,1.0,1.0,1.0,0.0
902.179999999992,0.011,0.009,0.0,12.48,278.85,991.51,1.0,1.0,1.0,0.0,0.0,1.0,0.0
842.8999999999942,0.014,0.01,0.11,26.52,177.97,1878.11,1.0,1.0,0.0,0.0,1.0,1.0,0.0
699.8999999999992,0.005,0.012,0.12,24.31,361.27,1664.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
682.2199999999998,0.02,0.014,0.04,19.63,5.33,1291.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
778.4199999999964,0.008,0.008,0.06,26.78,347.1,1501.63,1.0,1.0,1.0,0.0,0.0,1.0,0.0
845.1099999999941,0.011,0.015,0.05,7.28,33.93,4163.64,1.0,1.0,1.0,1.0,1.0,0.0,0.0
715.2399999999986,0.008,0.01,0.14,27.69,359.06,2328.4300000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
937.0199999999908,0.018,0.007,0.08,18.59,65.26,3116.62,1.0,1.0,0.0,0.0,1.0,0.0,0.0
696.6499999999993,0.015,0.01,0.11,0.65,128.83,2718.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805.9799999999955,0.023,0.006,0.04,0.13,214.63,2460.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0
952.3599999999904,0.005,0.008,0.1,12.09,85.93,762.19,1.0,1.0,0.0,0.0,1.0,1.0,0.0
727.3299999999982,0.009,0.005,0.03,0.0,364.65,1185.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0
917.5199999999916,0.018,0.013,0.1,10.4,299.13,234.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
712.1199999999988,0.022,0.005,0.09,20.15,408.72,3464.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0
784.5299999999962,0.007,0.017,0.01,11.44,161.33,4289.22,1.0,0.0,1.0,1.0,1.0,0.0,0.0
874.4899999999931,0.017,0.014,0.01,13.13,42.9,2050.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0
939.5099999999968,0.014,0.009,0.075,2.47,279.24,2699.19,1.0,1.0,0.0,1.0,0.0,0.0,0.0
873.8599999999992,0.005,0.009,0.055,6.24,96.59,260.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1005.0299999999946,0.015,0.016,0.025,8.32,52.0,1003.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0899999999948,0.014,0.008,0.02,3.51,10.4,1013.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0
993.069999999995,0.023,0.014,0.075,10.92,297.83,2037.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0
873.0799999999992,0.013,0.014,0.065,7.54,172.12,1948.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0
987.7399999999952,0.015,0.02,0.005,1.3,118.95,754.26,1.0,0.0,1.0,1.0,1.0,1.0,0.0
951.4699999999964,0.018,0.011,0.06,4.8100000000000005,222.04,2933.32,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1042.7299999999932,0.005,0.01,0.025,3.9,295.62,170.56,1.0,1.0,0.0,0.0,0.0,0.0,0.0
878.4099999999991,0.023,0.02,0.075,1.95,242.71,1042.86,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1014.9099999999944,0.024,0.014,0.06,0.78,140.4,743.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0
957.0599999999964,0.014,0.011,0.04,6.5,250.51,2741.05,1.0,1.0,1.0,1.0,0.0,0.0,0.0
885.6899999999988,0.016,0.006,0.05,1.95,119.6,202.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1012.9599999999944,0.01,0.018,0.0,8.450000000000001,15.6,2258.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0
887.1199999999988,0.005,0.014,0.025,3.12,199.03,1428.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0
863.0699999999996,0.008,0.011,0.05,1.82,247.26,627.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
979.0299999999957,0.005,0.013,0.03,9.75,294.19,1161.03,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1041.6899999999932,0.005,0.018,0.02,6.11,53.95,2402.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0
890.1099999999986,0.017,0.015,0.065,5.07,212.03,2839.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034.6699999999937,0.016,0.008,0.055,1.69,20.41,1246.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0
958.2299999999964,0.021,0.019,0.05,0.78,142.48000000000002,1050.66,0.0,0.0,1.0,1.0,1.0,1.0,0.0
874.1199999999992,0.023,0.017,0.075,5.33,172.51000000000002,1832.09,0.0,0.0,1.0,1.0,1.0,1.0,0.0
852.93,0.012,0.011,0.055,6.76,260.78000000000003,88.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0
879.839999999999,0.022,0.015,0.005,3.51,278.59000000000003,1415.96,0.0,1.0,1.0,1.0,1.0,1.0,0.0
905.059999999998,0.013,0.02,0.02,1.56,136.89,1686.49,1.0,0.0,1.0,1.0,1.0,1.0,0.0
932.7499999999972,0.018,0.014,0.075,11.18,259.35,1798.94,1.0,1.0,0.0,0.0,0.0,1.0,0.0
948.2199999999966,0.009,0.013,0.005,4.16,134.94,2561.52,1.0,1.0,1.0,1.0,1.0,0.0,0.0
964.339999999996,0.008,0.005,0.015,10.4,160.16,1943.89,1.0,1.0,1.0,0.0,1.0,1.0,0.0
914.4199999999978,0.006,0.009,0.015,4.68,263.90000000000003,2918.37,1.0,1.0,1.0,1.0,0.0,0.0,0.0
882.6999999999989,0.006,0.01,0.02,7.0200000000000005,166.92000000000002,2595.4500000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.3499999999948,0.022,0.009,0.015,2.6,24.31,674.1800000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
997.7499999999948,0.005,0.01,0.025,8.450000000000001,137.67000000000002,2669.94,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1033.2399999999936,0.005,0.005,0.03,11.18,211.64,1950.39,1.0,1.0,0.0,0.0,0.0,0.0,0.0
975.5199999999955,0.014,0.02,0.065,10.66,78.13000000000001,152.88,1.0,0.0,0.0,0.0,1.0,1.0,0.0
863.4599999999996,0.005,0.007,0.075,11.44,45.5,2789.9300000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0
981.3699999999956,0.006,0.011,0.055,4.68,178.49,432.25,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1031.5499999999938,0.017,0.006,0.05,11.44,85.54,585.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0
955.2399999999964,0.016,0.02,0.045,5.46,172.12,1412.84,1.0,0.0,1.0,1.0,1.0,1.0,0.0
929.8899999999971,0.021,0.013,0.07,3.51,52.13,2400.58,0.0,1.0,0.0,1.0,1.0,0.0,0.0
902.0699999999982,0.014,0.018,0.05,1.17,160.68,1046.11,1.0,0.0,1.0,1.0,1.0,1.0,0.0
899.7299999999983,0.016,0.018,0.035,0.39,276.64,2503.67,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1013.8699999999944,0.013,0.005,0.005,5.98,100.62,2571.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0
927.8099999999972,0.021,0.011,0.01,4.29,226.2,1033.76,0.0,1.0,1.0,1.0,0.0,1.0,0.0
893.2299999999985,0.007,0.007,0.035,0.0,70.59,1174.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
863.7199999999996,0.018,0.018,0.005,10.66,279.37,168.09,1.0,0.0,1.0,1.0,1.0,1.0,0.0
886.2099999999988,0.007,0.019,0.05,6.63,209.82,301.34000000000003,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1002.6899999999948,0.015,0.006,0.07,4.55,22.49,2387.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0
966.679999999996,0.022,0.015,0.035,4.94,225.55,2063.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1033.3699999999935,0.005,0.019,0.045,6.11,209.56,2885.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0
926.7699999999974,0.023,0.009,0.065,1.95,106.21,1600.56,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1215.3399999999838,0.0121,0.008,0.0,1.8,0.0,134.27999999999793,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1453.369999999975,0.011,0.012,0.0,0.5,0.0,75.25999999999999,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1111.2099999999873,0.0118,0.009,0.0,1.8,0.0,171.19999999999663,0.0,1.0,1.0,1.0,1.0,0.0,0.0
882.7999999999954,0.0106,0.0121,0.0,1.8,0.0,130.76999999999805,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1747.0399999999652,0.0097,0.0102,0.0,2.19,0.0,131.54999999999802,1.0,0.0,1.0,0.0,1.0,0.0,0.0
790.1099999999986,0.0077,0.0122,0.0,1.28,0.0,158.84999999999707,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1465.979999999975,0.0125,0.0104,0.0,2.06,0.0,93.32999999999936,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1735.8599999999656,0.0075,0.0081,0.0,0.89,0.0,120.6299999999984,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1669.949999999968,0.0121,0.0121,0.0,2.19,0.0,158.45999999999708,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1184.0099999999848,0.0109,0.0118,0.0,0.89,0.0,83.18999999999971,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1417.7499999999768,0.0094,0.0108,0.0,0.5,0.0,155.72999999999718,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1535.789999999973,0.0093,0.0123,0.0,0.5,0.0,165.73999999999683,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1055.5699999999892,0.009,0.0108,0.0,2.3200000000000003,0.0,122.44999999999834,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1487.689999999974,0.012,0.0092,0.0,1.15,0.0,104.76999999999896,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1359.8999999999787,0.0119,0.0121,0.0,2.06,0.0,141.68999999999767,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1718.1799999999662,0.011,0.0092,0.0,1.02,0.0,76.16999999999996,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1181.019999999985,0.009,0.0092,0.0,2.06,0.0,83.31999999999971,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1226.2599999999834,0.0102,0.0095,0.0,1.54,0.0,140.12999999999772,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1314.1399999999803,0.0085,0.0122,0.0,1.28,0.0,101.51999999999909,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1690.7499999999673,0.0112,0.0084,0.0,1.41,0.0,167.42999999999677,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1538.1299999999724,0.0085,0.0118,0.0,2.3200000000000003,0.0,118.15999999999848,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1386.6799999999778,0.009,0.011,0.0,1.93,0.0,103.469999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1323.75999999998,0.0115,0.0102,0.0,2.3200000000000003,0.0,102.68999999999905,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1011.7599999999908,0.0081,0.0114,0.0,1.93,0.0,146.3699999999975,1.0,0.0,1.0,1.0,1.0,1.0,0.0
824.4299999999974,0.0119,0.0112,0.0,2.45,0.0,152.0899999999973,1.0,1.0,1.0,1.0,1.0,1.0,1.0
795.0499999999985,0.0084,0.0114,0.0,2.19,0.0,166.90999999999678,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1486.2599999999743,0.0078,0.0079,0.0,1.93,0.0,164.30999999999688,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1658.5099999999684,0.0109,0.0117,0.0,0.63,0.0,117.7699999999985,0.0,0.0,1.0,1.0,1.0,0.0,0.0
813.1199999999978,0.0123,0.0097,0.0,1.41,0.0,118.67999999999849,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1006.8199999999912,0.0099,0.0094,0.0,0.89,0.0,108.27999999999884,1.0,1.0,1.0,1.0,1.0,1.0,1.0
964.8299999999924,0.0089,0.0107,0.0,2.19,0.0,108.40999999999885,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1462.9899999999752,0.0116,0.0106,0.0,0.89,0.0,87.73999999999955,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1728.0599999999658,0.0086,0.0116,0.0,1.93,0.0,121.1499999999984,1.0,0.0,1.0,0.0,1.0,0.0,0.0
752.67,0.0111,0.0108,0.0,1.67,0.0,80.8499999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1142.6699999999864,0.0087,0.0111,0.0,1.28,0.0,155.4699999999972,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1093.2699999999882,0.0084,0.0112,0.0,2.06,0.0,132.97999999999797,1.0,0.0,1.0,0.0,1.0,1.0,0.0
873.5699999999957,0.0104,0.0114,0.0,2.3200000000000003,0.0,113.47999999999864,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805.9699999999981,0.012,0.0109,0.0,0.76,0.0,89.55999999999949,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1394.2199999999775,0.0102,0.0115,0.0,2.06,0.0,94.8899999999993,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1386.9399999999778,0.0101,0.0108,0.0,2.06,0.0,129.85999999999808,0.0,0.0,1.0,0.0,1.0,1.0,0.0
842.6299999999968,0.0098,0.0103,0.0,1.02,0.0,78.50999999999988,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1123.819999999987,0.0075,0.0094,0.0,1.8,0.0,174.9699999999965,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1268.119999999982,0.0087,0.0111,0.0,1.54,0.0,103.859999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1062.0699999999892,0.012,0.0103,0.0,0.76,0.0,80.45999999999981,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1547.3599999999722,0.0098,0.0082,0.0,2.19,0.0,95.92999999999928,1.0,1.0,1.0,0.0,1.0,1.0,0.0
974.3199999999922,0.0075,0.0112,0.0,0.89,0.0,159.62999999999704,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1627.1799999999694,0.0089,0.0095,0.0,2.19,0.0,163.13999999999692,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1280.7299999999814,0.0084,0.0122,0.0,0.76,0.0,139.60999999999774,1.0,0.0,1.0,1.0,1.0,1.0,0.0
862.3899999999961,0.0117,0.0101,0.0,1.15,0.0,172.1099999999966,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1069.7399999999889,0.0121,0.0125,0.0,1.54,0.0,99.69999999999914,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1487.320000000198,0.0124,0.009,0.0,0.9300000000000002,0.0,101.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1587.9400000002825,0.0097,0.0118,0.0,1.2100000000000004,0.0,85.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1585.4700000002804,0.0123,0.0103,0.0,1.2000000000000004,0.0,75.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1800.7500000004611,0.0105,0.0078,0.0,1.1300000000000003,0.0,123.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1624.9900000003136,0.0083,0.0107,0.0,0.9800000000000002,0.0,77.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2158.900000000762,0.0095,0.0104,0.0,0.76,0.0,105.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1601.4600000002938,0.0087,0.0076,0.0,0.78,0.0,93.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1414.1300000001363,0.0116,0.0075,0.0,1.2300000000000004,0.0,113.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1721.8400000003949,0.0103,0.0086,0.0,1.0800000000000003,0.0,115.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1585.4700000002804,0.0114,0.0104,0.0,0.9600000000000002,0.0,84.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1700.9100000003773,0.0111,0.0094,0.0,0.8400000000000001,0.0,99.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2186.330000000785,0.0102,0.0083,0.0,1.1700000000000004,0.0,120.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2067.7700000006853,0.0123,0.0125,0.0,0.8700000000000001,0.0,119.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1262.290000000009,0.0114,0.0116,0.0,0.9800000000000002,0.0,77.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1960.6500000005956,0.0104,0.0123,0.0,0.8700000000000001,0.0,81.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1723.0100000003958,0.0084,0.0079,0.0,0.79,0.0,112.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1636.300000000323,0.0086,0.012,0.0,1.1700000000000004,0.0,107.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2053.340000000673,0.0078,0.0122,0.0,0.9400000000000002,0.0,90.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1625.9000000003143,0.0086,0.01,0.0,0.8700000000000001,0.0,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2108.070000000719,0.0124,0.0116,0.0,0.8800000000000001,0.0,118.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2244.0500000008333,0.0082,0.0108,0.0,1.0900000000000003,0.0,79.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1580.6600000002763,0.0095,0.0109,0.0,1.2300000000000004,0.0,121.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1412.700000000135,0.0124,0.0087,0.0,1.0800000000000003,0.0,102.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1372.0100000001012,0.0088,0.0097,0.0,0.8300000000000001,0.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2183.8600000007827,0.0124,0.011,0.0,0.79,0.0,122.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1394.8900000001204,0.0124,0.0124,0.0,0.81,0.0,75.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1883.8200000005309,0.0076,0.01,0.0,0.75,0.0,111.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1497.7200000002067,0.0124,0.0082,0.0,1.0300000000000002,0.0,82.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1474.9700000001876,0.0076,0.0117,0.0,0.9000000000000001,0.0,95.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1327.680000000064,0.0108,0.0079,0.0,1.1500000000000004,0.0,99.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1324.560000000061,0.0112,0.0093,0.0,1.2300000000000004,0.0,121.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2160.720000000764,0.0084,0.0101,0.0,1.1400000000000003,0.0,120.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1942.45000000058,0.0113,0.0088,0.0,1.0500000000000005,0.0,90.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1340.1600000000744,0.0101,0.0102,0.0,1.1600000000000004,0.0,111.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2195.950000000793,0.01,0.0103,0.0,0.77,0.0,123.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1414.2600000001366,0.0108,0.0096,0.0,1.2100000000000004,0.0,92.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1364.4700000000948,0.0081,0.01,0.0,0.9700000000000002,0.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1624.730000000313,0.0109,0.0078,0.0,1.2100000000000004,0.0,84.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1321.5700000000588,0.0104,0.0075,0.0,1.1200000000000003,0.0,108.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1391.5100000001175,0.0099,0.0086,0.0,0.76,0.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2044.2400000006653,0.0099,0.0111,0.0,0.91,0.0,112.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1637.2100000003238,0.0108,0.0076,0.0,1.2400000000000004,0.0,117.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1443.5100000001612,0.0104,0.0113,0.0,1.0400000000000005,0.0,106.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2008.4900000006355,0.0117,0.0116,0.0,1.1700000000000004,0.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1783.850000000447,0.0098,0.0097,0.0,0.9600000000000002,0.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1847.0300000005,0.0084,0.011,0.0,1.1100000000000003,0.0,124.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1993.4100000006229,0.0122,0.008,0.0,1.0500000000000005,0.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2038.0000000006603,0.0077,0.0122,0.0,1.1900000000000004,0.0,107.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1986.2600000006169,0.0093,0.0114,0.0,0.8900000000000001,0.0,106.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2221.6900000008145,0.0083,0.0101,0.0,1.1100000000000003,0.0,86.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
