pressure,iron,copper,hardness,silica,alkalinity,conductance,conformity_class
1576.8699999999712,0.0103,0.0116,0.0,0.63,0.0,158.97999999999706,nonconforming
1015.5299999999908,0.0105,0.0104,0.0,2.45,0.0,168.46999999999673,nonconforming
2130.0400000007376,0.0117,0.0121,0.0,0.77,0.0,120.0,nonconforming
1817.0000000004748,0.0123,0.0077,0.0,1.0700000000000005,0.0,86.0,nonconforming
1439.870000000158,0.011,0.0083,0.0,1.0100000000000002,0.0,82.0,nonconforming
1836.1100000004908,0.0116,0.0086,0.0,1.1300000000000003,0.0,75.0,nonconforming
2155.2600000007587,0.0124,0.0079,0.0,1.0900000000000003,0.0,121.0,nonconforming
2205.570000000801,0.0083,0.0124,0.0,0.9400000000000002,0.0,91.0,nonconforming
1902.670000000547,0.0089,0.0102,0.0,1.0700000000000005,0.0,122.0,nonconforming
1932.310000000572,0.0116,0.0088,0.0,1.0200000000000002,0.0,108.0,nonconforming
1502.5300000002107,0.0104,0.0103,0.0,1.1400000000000003,0.0,108.0,nonconforming
2169.0400000007703,0.0113,0.012,0.0,1.1200000000000003,0.0,117.0,nonconforming
1589.630000000284,0.0101,0.0084,0.0,1.1400000000000003,0.0,123.0,nonconforming
1912.1600000005544,0.0111,0.0095,0.0,0.8200000000000001,0.0,95.0,nonconforming
2106.640000000718,0.0087,0.0079,0.0,0.78,0.0,85.0,conforming
2058.410000000677,0.0098,0.0114,0.0,0.8600000000000001,0.0,100.0,nonconforming
1916.4500000005585,0.0109,0.0077,0.0,1.1300000000000003,0.0,115.0,nonconforming
1462.6200000001772,0.0122,0.0078,0.0,1.1100000000000003,0.0,85.0,nonconforming
1722.8800000003955,0.0089,0.0076,0.0,0.9300000000000002,0.0,97.0,conforming
2114.180000000724,0.0101,0.0098,0.0,0.8,0.0,98.0,nonconforming
1867.700000000517,0.0079,0.0118,0.0,0.8300000000000001,0.0,116.0,nonconforming
1759.9300000004268,0.0084,0.0121,0.0,1.0500000000000005,0.0,105.0,nonconforming
2036.7000000006592,0.0102,0.0094,0.0,1.0000000000000002,0.0,88.0,nonconforming
1845.4700000004989,0.008,0.0107,0.0,0.75,0.0,106.0,nonconforming
1993.1500000006224,0.0125,0.0116,0.0,1.1600000000000004,0.0,99.0,nonconforming
1705.5900000003812,0.0097,0.01,0.0,1.0800000000000003,0.0,83.0,nonconforming
2137.190000000744,0.0102,0.0111,0.0,0.9300000000000002,0.0,104.0,nonconforming
1702.0800000003785,0.0107,0.0095,0.0,0.9900000000000002,0.0,117.0,nonconforming
1300.1200000000408,0.011,0.0081,0.0,0.8500000000000001,0.0,112.0,nonconforming
1725.610000000398,0.0123,0.0114,0.0,1.2200000000000004,0.0,111.0,nonconforming
2097.5400000007103,0.0081,0.0113,0.0,1.2200000000000004,0.0,119.0,nonconforming
1397.880000000123,0.0108,0.0078,0.0,0.8,0.0,108.0,nonconforming
2092.600000000706,0.0111,0.0106,0.0,0.8,0.0,91.0,nonconforming
2129.390000000737,0.0092,0.01,0.0,0.9600000000000002,0.0,116.0,nonconforming
1276.460000000021,0.0094,0.0087,0.0,0.78,0.0,115.0,conforming
1925.680000000566,0.0112,0.0113,0.0,1.2000000000000004,0.0,109.0,nonconforming
2194.910000000792,0.0082,0.009,0.0,1.2300000000000004,0.0,78.0,nonconforming
1299.08000000004,0.0108,0.0121,0.0,1.0700000000000005,0.0,124.0,nonconforming
2118.600000000728,0.0077,0.0098,0.0,0.81,0.0,116.0,nonconforming
2070.630000000688,0.0104,0.0091,0.0,0.9500000000000002,0.0,83.0,nonconforming
1392.4200000001183,0.0124,0.0078,0.0,0.79,0.0,111.0,nonconforming
1731.7200000004032,0.011,0.0112,0.0,0.9200000000000002,0.0,115.0,nonconforming
1936.340000000575,0.01,0.0103,0.0,1.0700000000000005,0.0,77.0,nonconforming
1821.940000000479,0.0108,0.0079,0.0,1.0700000000000005,0.0,103.0,nonconforming
1307.1400000000467,0.0105,0.0088,0.0,0.91,0.0,83.0,nonconforming
2017.5900000006432,0.0099,0.01,0.0,1.0300000000000002,0.0,113.0,nonconforming
1646.7000000003318,0.0079,0.0108,0.0,0.8400000000000001,0.0,111.0,nonconforming
1430.7700000001505,0.0114,0.0077,0.0,1.1300000000000003,0.0,108.0,nonconforming
1397.2300000001223,0.0095,0.0102,0.0,0.9000000000000001,0.0,122.0,nonconforming
2172.160000000773,0.0106,0.0115,0.0,1.2200000000000004,0.0,120.0,nonconforming
1650.7300000003352,0.0103,0.009,0.0,1.0900000000000003,0.0,81.0,nonconforming
1520.0800000002257,0.01,0.0124,0.0,1.1600000000000004,0.0,79.0,nonconforming
