pressure,iron,copper,hardness,silica,alkalinity,conductance
1800.7500000004611,0.010500000000000008,0.0078000000000000005,0.0,1.1300000000000003,0.0,123.0
1624.9900000003136,0.008300000000000002,0.010700000000000008,0.0,0.9800000000000002,0.0,77.0
2158.900000000762,0.009500000000000005,0.010400000000000006,0.0,0.76,0.0,105.0
1601.4600000002938,0.008700000000000003,0.0076,0.0,0.78,0.0,93.0
1414.1300000001365,0.01160000000000001,0.0075,0.0,1.2300000000000004,0.0,113.0
1721.8400000003949,0.010300000000000007,0.008600000000000003,0.0,1.0800000000000003,0.0,115.0
1585.4700000002804,0.01140000000000001,0.010400000000000006,0.0,0.9600000000000002,0.0,84.0
1700.9100000003773,0.01110000000000001,0.009400000000000006,0.0,0.8400000000000001,0.0,99.0
2186.330000000785,0.010200000000000008,0.008300000000000002,0.0,1.1700000000000004,0.0,120.0
2067.7700000006853,0.012300000000000012,0.012500000000000013,0.0,0.8700000000000001,0.0,119.0
1262.290000000009,0.01140000000000001,0.01160000000000001,0.0,0.9800000000000002,0.0,77.0
1960.6500000005954,0.010400000000000006,0.012300000000000012,0.0,0.8700000000000001,0.0,81.0
1723.0100000003958,0.008400000000000001,0.0079,0.0,0.79,0.0,112.0
1636.300000000323,0.008600000000000003,0.01200000000000001,0.0,1.1700000000000004,0.0,107.0
2053.340000000673,0.0078000000000000005,0.012200000000000013,0.0,0.9400000000000002,0.0,90.0
1625.9000000003143,0.008600000000000003,0.010000000000000005,0.0,0.8700000000000001,0.0,89.0
2108.070000000719,0.012400000000000012,0.01160000000000001,0.0,0.8800000000000001,0.0,118.0
2244.0500000008333,0.008200000000000002,0.010800000000000008,0.0,1.0900000000000003,0.0,79.0
1580.6600000002763,0.009500000000000005,0.010900000000000009,0.0,1.2300000000000004,0.0,121.0
1412.7000000001353,0.012400000000000012,0.008700000000000003,0.0,1.0800000000000003,0.0,102.0
1372.0100000001012,0.008800000000000002,0.009700000000000005,0.0,0.8300000000000001,0.0,101.0
2183.8600000007827,0.012400000000000012,0.01100000000000001,0.0,0.79,0.0,122.0
1394.8900000001204,0.012400000000000012,0.012400000000000012,0.0,0.81,0.0,75.0
1883.8200000005309,0.0076,0.010000000000000005,0.0,0.75,0.0,111.0
1497.7200000002067,0.012400000000000012,0.008200000000000002,0.0,1.0300000000000002,0.0,82.0
1474.9700000001876,0.0076,0.01170000000000001,0.0,0.9000000000000001,0.0,95.0
1327.680000000064,0.010800000000000008,0.0079,0.0,1.1500000000000004,0.0,99.0
1324.5600000000613,0.011200000000000009,0.009300000000000004,0.0,1.2300000000000004,0.0,121.0
2160.7200000007633,0.008400000000000001,0.010100000000000007,0.0,1.1400000000000003,0.0,120.0
1942.45000000058,0.01130000000000001,0.008800000000000002,0.0,1.0500000000000003,0.0,90.0
1340.1600000000744,0.010100000000000007,0.010200000000000008,0.0,1.1600000000000004,0.0,111.0
2195.950000000793,0.010000000000000005,0.010300000000000007,0.0,0.77,0.0,123.0
1414.2600000001366,0.010800000000000008,0.009600000000000004,0.0,1.2100000000000004,0.0,92.0
1364.4700000000948,0.008100000000000001,0.010000000000000005,0.0,0.9700000000000002,0.0,105.0
1624.7300000003133,0.010900000000000009,0.0078000000000000005,0.0,1.2100000000000004,0.0,84.0
1321.5700000000588,0.010400000000000006,0.0075,0.0,1.1200000000000003,0.0,108.0
1391.5100000001175,0.009900000000000006,0.008600000000000003,0.0,0.76,0.0,109.0
2044.2400000006655,0.009900000000000006,0.01110000000000001,0.0,0.9100000000000001,0.0,112.0
1637.2100000003238,0.010800000000000008,0.0076,0.0,1.2400000000000004,0.0,117.0
1443.5100000001612,0.010400000000000006,0.01130000000000001,0.0,1.0400000000000003,0.0,106.0
2008.4900000006355,0.01170000000000001,0.01160000000000001,0.0,1.1700000000000004,0.0,80.0
1783.850000000447,0.009800000000000007,0.009700000000000005,0.0,0.9600000000000002,0.0,87.0
1847.0300000005,0.008400000000000001,0.01100000000000001,0.0,1.1100000000000003,0.0,124.0
1993.4100000006229,0.012200000000000013,0.008,0.0,1.0500000000000003,0.0,100.0
2038.0000000006603,0.0077,0.012200000000000013,0.0,1.1900000000000004,0.0,107.0
1986.2600000006169,0.009300000000000004,0.01140000000000001,0.0,0.8900000000000001,0.0,106.0
2221.6900000008145,0.008300000000000002,0.010100000000000007,0.0,1.1100000000000003,0.0,86.0
