pressure,iron,copper,hardness,silica,alkalinity,conductance
1360.8300000000918,0.010300000000000007,0.012400000000000012,0.0,0.78,0.0,80.0
1795.4200000004566,0.01100000000000001,0.008700000000000003,0.0,1.1000000000000003,0.0,111.0
1756.550000000424,0.0077,0.009900000000000006,0.0,0.8700000000000001,0.0,114.0
2107.940000000719,0.01130000000000001,0.01140000000000001,0.0,1.0100000000000002,0.0,110.0
1482.640000000194,0.01160000000000001,0.01110000000000001,0.0,1.0200000000000002,0.0,77.0
1333.790000000069,0.009500000000000005,0.008800000000000002,0.0,1.1400000000000003,0.0,122.0
1559.6000000002587,0.008600000000000003,0.0079,0.0,1.0100000000000002,0.0,78.0
1864.1900000005144,0.009100000000000004,0.010300000000000007,0.0,0.8500000000000001,0.0,107.0
1830.0000000004857,0.008900000000000003,0.010000000000000005,0.0,0.9300000000000002,0.0,123.0
1329.6300000000656,0.01140000000000001,0.010400000000000006,0.0,0.9300000000000002,0.0,116.0
2114.3100000007244,0.008100000000000001,0.009500000000000005,0.0,0.9200000000000002,0.0,124.0
2092.340000000706,0.012300000000000012,0.012100000000000012,0.0,0.8800000000000001,0.0,82.0
1937.1200000005756,0.008500000000000002,0.010000000000000005,0.0,0.8500000000000001,0.0,102.0
1627.0700000003153,0.0077,0.010600000000000009,0.0,1.2300000000000004,0.0,84.0
1552.7100000002529,0.009300000000000004,0.01160000000000001,0.0,1.2300000000000004,0.0,102.0
1781.1200000004446,0.009100000000000004,0.009100000000000004,0.0,0.8800000000000001,0.0,100.0
2124.450000000733,0.01100000000000001,0.009800000000000007,0.0,0.9500000000000002,0.0,120.0
2129.6500000007372,0.010200000000000008,0.008100000000000001,0.0,0.8700000000000001,0.0,116.0
2109.7600000007205,0.009300000000000004,0.011800000000000012,0.0,1.1900000000000004,0.0,82.0
1853.7900000005056,0.010600000000000009,0.010000000000000005,0.0,1.2100000000000004,0.0,120.0
1874.0700000005227,0.012100000000000012,0.01200000000000001,0.0,1.1400000000000003,0.0,108.0
1287.25000000003,0.010200000000000008,0.008600000000000003,0.0,0.9800000000000002,0.0,123.0
2212.980000000807,0.009700000000000005,0.009500000000000005,0.0,1.2200000000000004,0.0,108.0
1655.410000000339,0.010600000000000009,0.010100000000000007,0.0,1.0100000000000002,0.0,102.0
1983.6600000006147,0.009800000000000007,0.008,0.0,1.0300000000000002,0.0,100.0
1911.510000000554,0.012200000000000013,0.01150000000000001,0.0,1.1600000000000004,0.0,85.0
2218.700000000812,0.010800000000000008,0.008800000000000002,0.0,0.8500000000000001,0.0,108.0
1382.1500000001097,0.01110000000000001,0.008600000000000003,0.0,0.8400000000000001,0.0,108.0
1424.0100000001448,0.009400000000000006,0.010300000000000007,0.0,1.0300000000000002,0.0,111.0
1697.4000000003743,0.010700000000000008,0.011900000000000011,0.0,0.75,0.0,113.0
1442.3400000001602,0.012500000000000013,0.0077,0.0,0.8200000000000001,0.0,89.0
1630.190000000318,0.011800000000000012,0.008800000000000002,0.0,1.0800000000000003,0.0,107.0
2146.160000000751,0.009300000000000004,0.012300000000000012,0.0,0.9400000000000002,0.0,99.0
1351.600000000084,0.008300000000000002,0.009800000000000007,0.0,1.1300000000000003,0.0,105.0
1687.2600000003658,0.008500000000000002,0.008800000000000002,0.0,1.0800000000000003,0.0,123.0
2185.160000000784,0.008300000000000002,0.0075,0.0,1.0500000000000003,0.0,118.0
1405.160000000129,0.010200000000000008,0.008800000000000002,0.0,0.8200000000000001,0.0,92.0
1844.690000000498,0.011800000000000012,0.011900000000000011,0.0,1.0600000000000003,0.0,123.0
1940.8900000005788,0.012300000000000012,0.008200000000000002,0.0,1.1000000000000003,0.0,100.0
1455.4700000001712,0.010500000000000008,0.01130000000000001,0.0,1.0800000000000003,0.0,118.0
2189.4500000007874,0.010000000000000005,0.009200000000000003,0.0,1.0800000000000003,0.0,75.0
