pressure,iron,copper,hardness,silica,alkalinity,conductance,conformity_class
1572.8399999999713,0.0091,0.0077,0.0,1.54,0.0,90.85999999999945,nonconforming
1390.5799999999776,0.0115,0.0101,0.0,1.93,0.0,97.09999999999924,nonconforming
1640.5900000003269,0.0113,0.0094,0.0,1.1900000000000004,0.0,113.0,nonconforming
1775.4000000004398,0.0099,0.0124,0.0,0.9300000000000002,0.0,121.0,nonconforming
1779.8200000004435,0.0103,0.0078,0.0,0.9000000000000001,0.0,114.0,nonconforming
1833.3800000004885,0.0115,0.0121,0.0,1.2200000000000004,0.0,102.0,nonconforming
2237.290000000828,0.0116,0.0115,0.0,0.9700000000000002,0.0,116.0,nonconforming
2175.800000000776,0.0112,0.0099,0.0,1.0200000000000002,0.0,123.0,nonconforming
2039.5600000006616,0.0083,0.0092,0.0,0.8,0.0,121.0,nonconforming
2157.860000000761,0.008,0.0092,0.0,0.9500000000000002,0.0,105.0,nonconforming
2147.7200000007524,0.0101,0.0087,0.0,0.8800000000000001,0.0,97.0,nonconforming
1360.8300000000918,0.0103,0.0124,0.0,0.78,0.0,80.0,nonconforming
1795.4200000004566,0.011,0.0087,0.0,1.1000000000000003,0.0,111.0,nonconforming
1756.550000000424,0.0077,0.0099,0.0,0.8700000000000001,0.0,114.0,nonconforming
2107.940000000719,0.0113,0.0114,0.0,1.0100000000000002,0.0,110.0,nonconforming
1482.640000000194,0.0116,0.0111,0.0,1.0200000000000002,0.0,77.0,nonconforming
1333.790000000069,0.0095,0.0088,0.0,1.1400000000000003,0.0,122.0,conforming
1559.600000000259,0.0086,0.0079,0.0,1.0100000000000002,0.0,78.0,nonconforming
1864.1900000005144,0.0091,0.0103,0.0,0.8500000000000001,0.0,107.0,nonconforming
1830.0000000004857,0.0089,0.01,0.0,0.9300000000000002,0.0,123.0,nonconforming
1329.6300000000656,0.0114,0.0104,0.0,0.9300000000000002,0.0,116.0,nonconforming
2114.3100000007244,0.0081,0.0095,0.0,0.9200000000000002,0.0,124.0,nonconforming
2092.340000000706,0.0123,0.0121,0.0,0.8800000000000001,0.0,82.0,nonconforming
1937.120000000576,0.0085,0.01,0.0,0.8500000000000001,0.0,102.0,nonconforming
1627.0700000003153,0.0077,0.0106,0.0,1.2300000000000004,0.0,84.0,nonconforming
1552.7100000002529,0.0093,0.0116,0.0,1.2300000000000004,0.0,102.0,nonconforming
1781.1200000004446,0.0091,0.0091,0.0,0.8800000000000001,0.0,100.0,conforming
2124.450000000733,0.011,0.0098,0.0,0.9500000000000002,0.0,120.0,nonconforming
2129.650000000737,0.0102,0.0081,0.0,0.8700000000000001,0.0,116.0,nonconforming
2109.7600000007205,0.0093,0.0118,0.0,1.1900000000000004,0.0,82.0,nonconforming
1853.7900000005056,0.0106,0.01,0.0,1.2100000000000004,0.0,120.0,nonconforming
1874.070000000523,0.0121,0.012,0.0,1.1400000000000003,0.0,108.0,nonconforming
1287.25000000003,0.0102,0.0086,0.0,0.9800000000000002,0.0,123.0,nonconforming
2212.980000000807,0.0097,0.0095,0.0,1.2200000000000004,0.0,108.0,nonconforming
1655.410000000339,0.0106,0.0101,0.0,1.0100000000000002,0.0,102.0,nonconforming
1983.660000000615,0.0098,0.008,0.0,1.0300000000000002,0.0,100.0,nonconforming
1911.510000000554,0.0122,0.0115,0.0,1.1600000000000004,0.0,85.0,nonconforming
2218.700000000812,0.0108,0.0088,0.0,0.8500000000000001,0.0,108.0,nonconforming
1382.1500000001097,0.0111,0.0086,0.0,0.8400000000000001,0.0,108.0,nonconforming
1424.0100000001448,0.0094,0.0103,0.0,1.0300000000000002,0.0,111.0,nonconforming
1697.4000000003743,0.0107,0.0119,0.0,0.75,0.0,113.0,nonconforming
1442.3400000001602,0.0125,0.0077,0.0,0.8200000000000001,0.0,89.0,nonconforming
1630.190000000318,0.0118,0.0088,0.0,1.0800000000000003,0.0,107.0,nonconforming
2146.160000000751,0.0093,0.0123,0.0,0.9400000000000002,0.0,99.0,nonconforming
1351.600000000084,0.0083,0.0098,0.0,1.1300000000000003,0.0,105.0,conforming
1687.2600000003658,0.0085,0.0088,0.0,1.0800000000000003,0.0,123.0,nonconforming
2185.160000000784,0.0083,0.0075,0.0,1.0500000000000005,0.0,118.0,nonconforming
1405.160000000129,0.0102,0.0088,0.0,0.8200000000000001,0.0,92.0,nonconforming
1844.690000000498,0.0118,0.0119,0.0,1.0600000000000005,0.0,123.0,nonconforming
1940.8900000005788,0.0123,0.0082,0.0,1.1000000000000003,0.0,100.0,nonconforming
1455.4700000001712,0.0105,0.0113,0.0,1.0800000000000003,0.0,118.0,nonconforming
2189.4500000007874,0.01,0.0092,0.0,1.0800000000000003,0.0,75.0,nonconforming
